"city","state","price","amount","quality","date","ppg","state.name","lat","lon"
"Tyler","TX",55,28.3,"low",2010-09-24,1.94,"Texas",32.388631,-95.29467
"Upland","CA",55,7.075,"high",2010-09-24,7.77,"California",34.138575,-117.65776
"Upper Sandusky","OH",120,28.3,"medium",2010-09-24,4.24,"Ohio",40.82732,-83.29921
"Walled Lake","MI",60,3.54,"high",2010-09-24,16.95,"Michigan",42.604787,-83.432995
"Walnut Creek","CA",180,28.3,"high",2010-09-24,6.36,"California",37.8928405,-122.04238
"Watertown","NY",200,28.3,"medium",2010-09-24,7.07,"New York",44.0034695,-75.86522
"Westford","MA",360,28.3,"high",2010-09-24,12.72,"Massachusetts",42.592086,-71.43754
"Wilmington","NC",60,3.54,"high",2010-09-24,16.95,"North Carolina",34.19133,-77.87182
"Winston Salem","NC",60,14.15,"medium",2010-09-24,4.24,"North Carolina",36.027482,-80.20728
"Winston Salem","NC",25,3.54,"medium",2010-09-24,7.06,"North Carolina",36.027482,-80.20728
"Worcester","MA",60,3.54,"high",2010-09-24,16.95,"Massachusetts",42.279451,-71.82562
"Elon","NC",60,3.54,"high",2010-09-24,16.95,"North Carolina",36.0982762,-79.5115433
"Mc Kees Rocks","PA",125,28.3,"medium",2010-09-24,4.42,"Pennsylvania",40.4656244,-80.0656106
"Overland Park","KS",350,28.3,"high",2010-09-24,12.37,"Kansas",38.9822282,-94.6707917
"Alliance","OH",100,28.3,"medium",2010-09-25,3.53,"Ohio",40.917908,-81.11641
"Asheville","NC",300,28.3,"high",2010-09-25,10.6,"North Carolina",35.599363,-82.528558
"Austin","TX",60,3.54,"high",2010-09-25,16.95,"Texas",30.326374,-97.771258
"Austin","TX",50,3.54,"high",2010-09-25,14.12,"Texas",30.326374,-97.771258
"Austin","TX",45,28.3,"medium",2010-09-25,1.59,"Texas",30.326374,-97.771258
"Bakersfield","CA",45,3.54,"high",2010-09-25,12.71,"California",35.294405,-118.905173
"Bellingham","WA",40,3.54,"high",2010-09-25,11.3,"Washington",48.759079,-122.435478
"Berkeley","CA",44,3.54,"high",2010-09-25,12.43,"California",37.866825,-122.2668
"Bethesda","MD",400,28.3,"high",2010-09-25,14.13,"Maryland",39.002375,-77.13519
"Boulder","CO",270,28.3,"high",2010-09-25,9.54,"Colorado",40.087835,-105.373507
"Branford","CT",60,3.54,"high",2010-09-25,16.95,"Connecticut",41.277763,-72.80542
"Cartersville","GA",110,7.075,"high",2010-09-25,15.55,"Georgia",34.1837955,-84.801485
"Cerritos","CA",400,28.3,"high",2010-09-25,14.13,"California",33.868314,-118.06754
"Chapel Hill","NC",30,3.54,"medium",2010-09-25,8.47,"North Carolina",35.915083,-79.107692
"Chicago","IL",120,28.3,"high",2010-09-25,4.24,"Illinois",41.8474,-87.68732
"Chicago","IL",60,3.54,"high",2010-09-25,16.95,"Illinois",41.8474,-87.68732
"Chicago","IL",80,5,"high",2010-09-25,16,"Illinois",41.8474,-87.68732
"Chico","CA",30,3.54,"high",2010-09-25,8.47,"California",39.7386895,-121.8100475
"Clovis","CA",50,3.54,"high",2010-09-25,14.12,"California",36.8750285,-119.620535
"Corvallis","OR",240,28.3,"high",2010-09-25,8.48,"Oregon",44.546769,-123.27908
"Coshocton","OH",55,14.15,"medium",2010-09-25,3.89,"Ohio",40.270198,-81.86761
"Crown Point","IN",60,3.54,"high",2010-09-25,16.95,"Indiana",41.440208,-87.3578795
"Deltona","FL",100,7.075,"high",2010-09-25,14.13,"Florida",28.966556,-81.1799045
"Denver","CO",40,3.54,"high",2010-09-25,11.3,"Colorado",39.738752,-104.96214
"Des Moines","IA",140,28.3,"medium",2010-09-25,4.95,"Iowa",41.672687,-93.572173
"Detroit","MI",40,5,"high",2010-09-25,8,"Michigan",42.239933,-83.150823
"Douglasville","GA",105,28.3,"medium",2010-09-25,3.71,"Georgia",33.695607,-84.744595
"East Providence","RI",60,3.54,"high",2010-09-25,16.95,"Rhode Island",41.8124,-71.36834
"Eau Claire","WI",25,3.54,"medium",2010-09-25,7.06,"Wisconsin",44.780427,-91.48065
"Elmhurst","NY",60,3.54,"medium",2010-09-25,16.95,"New York",40.693727,-73.8744095
"Eureka","CA",175,28.3,"high",2010-09-25,6.18,"California",40.793739,-124.1513
"Fallbrook","CA",40,3.54,"medium",2010-09-25,11.3,"California",33.1986435,-117.026048
"Florence","SC",600,28.3,"high",2010-09-25,21.2,"South Carolina",34.168912,-79.730165
"Fort Collins","CO",20,3.54,"low",2010-09-25,5.65,"Colorado",40.540565,-105.10494
"Henderson","KY",100,28.3,"low",2010-09-25,3.53,"Kentucky",37.8161335,-87.579801
"Hialeah","FL",400,28.3,"high",2010-09-25,14.13,"Florida",25.862573,-80.32552
"Hickory","NC",45,14.15,"low",2010-09-25,3.18,"North Carolina",35.70701,-81.33012
"Houston","TX",50,28.3,"low",2010-09-25,1.77,"Texas",29.83399,-95.434241
"Indianapolis","IN",60,3.54,"high",2010-09-25,16.95,"Indiana",39.779492,-86.132837
"Iowa City","IA",400,28.3,"high",2010-09-25,14.13,"Iowa",41.6503915,-91.551005
"Ithaca","NY",65,3.54,"high",2010-09-25,18.36,"New York",42.4484135,-76.4902765
"Lansing","MI",325,28.3,"high",2010-09-25,11.48,"Michigan",42.72,-84.555629
"Las Vegas","NV",65,5,"high",2010-09-25,13,"Nevada",36.058295,-115.11821
"Little Falls","NJ",50,5,"high",2010-09-25,10,"New Jersey",40.886628,-74.21405
"Los Angeles","CA",50,3.54,"high",2010-09-25,14.12,"California",34.001115,-118.298662
"Lynch","KY",150,28.3,"medium",2010-09-25,5.3,"Kentucky",36.96222,-82.90522
"Lynn","MA",150,28.3,"low",2010-09-25,5.3,"Massachusetts",42.4674125,-70.9562665
"Madison","WI",300,28.3,"medium",2010-09-25,10.6,"Wisconsin",43.06956,-89.423861
"Marietta","GA",350,28.3,"high",2010-09-25,12.37,"Georgia",33.932922,-84.551732
"Middletown","CT",400,28.3,"high",2010-09-25,14.13,"Connecticut",41.5550675,-72.6606895
"Milwaukee","WI",45,3.54,"high",2010-09-25,12.71,"Wisconsin",43.038863,-87.93423
"Muncie","IN",330,28.3,"high",2010-09-25,11.66,"Indiana",40.202293,-85.396685
"Nampa","ID",265,28.3,"high",2010-09-25,9.36,"Idaho",43.585149,-116.58697
"New York","NY",240,14.15,"high",2010-09-25,16.96,"New York",40.780751,-73.977182
"Nipomo","CA",100,7.075,"high",2010-09-25,14.13,"California",35.032408,-120.49446
"North Charleston","SC",50,7.075,"medium",2010-09-25,7.07,"South Carolina",32.879529,-80.05911
"Oakland","CA",50,3.54,"high",2010-09-25,14.12,"California",37.7699315,-122.189845
"Oklahoma City","OK",60,28.3,"low",2010-09-25,2.12,"Oklahoma",35.535989,-97.43249
"Oldsmar","FL",300,28.3,"high",2010-09-25,10.6,"Florida",28.042799,-82.67737
"Orono","ME",45,3.54,"medium",2010-09-25,12.71,"Maine",44.9460235,-68.6576
"Palm Bay","FL",100,28.3,"medium",2010-09-25,3.53,"Florida",28.031689,-80.67729
"Pittsburgh","PA",350,28.3,"high",2010-09-25,12.37,"Pennsylvania",40.434436,-80.024817
"Pocatello","ID",325,28.3,"high",2010-09-25,11.48,"Idaho",42.8269435,-112.4210515
"Portland","OR",80,7.075,"high",2010-09-25,11.31,"Oregon",45.546205,-122.59418
"Raleigh","NC",60,3.54,"high",2010-09-25,16.95,"North Carolina",35.797692,-78.625265
"Revere","MA",60,14.15,"low",2010-09-25,4.24,"Massachusetts",42.416247,-71.00525
"San Francisco","CA",200,28.3,"medium",2010-09-25,7.07,"California",37.784827,-122.727802
"San Francisco","CA",40,3.54,"medium",2010-09-25,11.3,"California",37.784827,-122.727802
"Santa Cruz","CA",350,28.3,"high",2010-09-25,12.37,"California",36.9903775,-122.018445
"Sarasota","FL",50,3.54,"high",2010-09-25,14.12,"Florida",27.321313,-82.51506
"Seattle","WA",40,3.54,"medium",2010-09-25,11.3,"Washington",47.543348,-122.30373
"Seattle","WA",50,3.54,"high",2010-09-25,14.12,"Washington",47.543348,-122.30373
"Somerville","MA",400,28.3,"high",2010-09-25,14.13,"Massachusetts",42.390846,-71.09908
"Southgate","MI",35,7.075,"high",2010-09-25,4.95,"Michigan",42.205289,-83.19812
"Spokane","WA",40,3.54,"high",2010-09-25,11.3,"Washington",47.653568,-117.431742
"Springfield","VA",65,3.54,"high",2010-09-25,18.36,"Virginia",38.807462,-77.23535
"Staten Island","NY",100,28.3,"low",2010-09-25,3.53,"New York",40.602133,-74.145983
"Stewartstown","PA",25,3.54,"medium",2010-09-25,7.06,"Pennsylvania",39.765741,-76.59359
"Tucson","AZ",45,3.54,"medium",2010-09-25,12.71,"Arizona",32.170277,-110.96354
"Ukiah","CA",175,28.3,"high",2010-09-25,6.18,"California",39.154946,-123.20088
"Van Nuys","CA",40,3.54,"medium",2010-09-25,11.3,"California",33.786594,-118.298662
"Victoria","TX",55,28.3,"medium",2010-09-25,1.94,"Texas",28.806417,-97.00715
"Waltham","MA",60,3.54,"medium",2010-09-25,16.95,"Massachusetts",42.390717,-71.243755
"Wilmington","DE",140,28.3,"medium",2010-09-25,4.95,"Delaware",39.564499,-75.597047
"Winston Salem","NC",400,28.3,"high",2010-09-25,14.13,"North Carolina",36.027482,-80.20728
"Woodbridge","VA",100,28.3,"medium",2010-09-25,3.53,"Virginia",38.678451,-77.34469
"Yucaipa","CA",30,3.54,"high",2010-09-25,8.47,"California",34.033564,-117.03776
"Abilene","TX",50,28.3,"low",2010-09-26,1.77,"Texas",32.4308855,-99.770115
"Agoura Hills","CA",52,3.54,"high",2010-09-26,14.69,"California",33.963065,-118.529681
"Albany","NY",400,28.3,"high",2010-09-26,14.13,"New York",42.614852,-73.970812
"Allston","MA",80,3.54,"high",2010-09-26,22.6,"Massachusetts",42.355147,-71.13164
"Ann Arbor","MI",55,3.54,"medium",2010-09-26,15.54,"Michigan",42.2601535,-83.75909
"Ann Arbor","MI",330,28.3,"high",2010-09-26,11.66,"Michigan",42.2601535,-83.75909
"Appleton","WI",60,3.54,"high",2010-09-26,16.95,"Wisconsin",44.299911,-88.42161
"Atlanta","GA",70,3.54,"high",2010-09-26,19.77,"Georgia",33.844371,-84.47405
"Atlanta","GA",20,10,"medium",2010-09-26,2,"Georgia",33.844371,-84.47405
"Atlanta","GA",100,5,"medium",2010-09-26,20,"Georgia",33.844371,-84.47405
"Austin","TX",60,3.54,"high",2010-09-26,16.95,"Texas",30.326374,-97.771258
"Bismarck","ND",300,28.3,"high",2010-09-26,10.6,"North Dakota",46.861794,-100.75381
"Bloomington","IL",40,7.075,"low",2010-09-26,5.65,"Illinois",40.477735,-88.95
"Bloomington","IL",200,14.15,"high",2010-09-26,14.13,"Illinois",40.477735,-88.95
"Boulder","CO",250,28.3,"high",2010-09-26,8.83,"Colorado",40.087835,-105.373507
"Bozeman","MT",40,3.54,"medium",2010-09-26,11.3,"Montana",45.636149,-110.9878
"Brooklyn","NY",65,3.54,"high",2010-09-26,18.36,"New York",40.645099,-73.945032
"Brooklyn","NY",60,3.54,"high",2010-09-26,16.95,"New York",40.645099,-73.945032
"Brooklyn","NY",480,28.3,"high",2010-09-26,16.96,"New York",40.645099,-73.945032
"Cambridge","MA",130,7.075,"high",2010-09-26,18.37,"Massachusetts",42.379146,-71.12803
"Carlinville","IL",55,7.075,"medium",2010-09-26,7.77,"Illinois",39.280289,-89.8757
"Carrboro","NC",60,3.54,"high",2010-09-26,16.95,"North Carolina",35.912489,-79.08144
"Castaic","CA",60,3.54,"high",2010-09-26,16.95,"California",34.1326955,-118.475606
"Champaign","IL",25,3.54,"medium",2010-09-26,7.06,"Illinois",40.1208925,-88.25826
"Chanhassen","MN",70,3.54,"medium",2010-09-26,19.77,"Minnesota",44.866236,-93.54487
"Chantilly","VA",120,7.075,"high",2010-09-26,16.96,"Virginia",38.889111,-77.4363
"Chapel Hill","NC",390,28.3,"medium",2010-09-26,13.78,"North Carolina",35.915083,-79.107692
"Charleston","SC",35,7.075,"medium",2010-09-26,4.95,"South Carolina",32.84885,-79.9355
"Charlotte","NC",370,28.3,"high",2010-09-26,13.07,"North Carolina",35.26002,-80.804151
"Cincinnati","OH",60,3.54,"high",2010-09-26,16.95,"Ohio",39.166759,-84.53778
"Cleveland","OH",60,3.54,"high",2010-09-26,16.95,"Ohio",41.526151,-81.672797
"Cleveland","OH",150,28.3,"high",2010-09-26,5.3,"Ohio",41.526151,-81.672797
"Columbus","IN",325,28.3,"high",2010-09-26,11.48,"Indiana",39.192972,-85.885168
"Concord","CA",225,28.3,"high",2010-09-26,7.95,"California",37.953832,-121.967434
"Corsicana","TX",70,3.54,"high",2010-09-26,19.77,"Texas",32.0703115,-96.4597895
"Dallas","TX",100,28.3,"medium",2010-09-26,3.53,"Texas",32.767268,-96.777626
"Danbury","CT",120,7.075,"high",2010-09-26,16.96,"Connecticut",41.308873,-73.363661
"Denver","CO",250,28.3,"high",2010-09-26,8.83,"Colorado",39.738752,-104.96214
"Depew","OK",60,3.54,"low",2010-09-26,16.95,"Oklahoma",35.805114,-96.53926
"Detroit","MI",280,28.3,"high",2010-09-26,9.89,"Michigan",42.239933,-83.150823
"Durango","CO",250,28.3,"medium",2010-09-26,8.83,"Colorado",37.288999,-107.8530295
"Durham","NC",100,28.3,"medium",2010-09-26,3.53,"North Carolina",36.042858,-78.8632855
"El Cajon","CA",300,28.3,"high",2010-09-26,10.6,"California",32.8201,-116.90487
"Englewood","CO",200,28.3,"high",2010-09-26,7.07,"Colorado",39.6927995,-104.6448695
"Everett","MA",150,7.075,"high",2010-09-26,21.2,"Massachusetts",42.409916,-71.0522
"Everett","WA",280,28.3,"high",2010-09-26,9.89,"Washington",47.956734,-122.20111
"Forest Grove","OR",50,5,"high",2010-09-26,10,"Oregon",45.541009,-123.13043
"Grosse Pointe","MI",300,28.3,"high",2010-09-26,10.6,"Michigan",42.4059615,-82.912145
"Groton","CT",125,7.075,"medium",2010-09-26,17.67,"Connecticut",41.3725305,-72.0677985
"Hemet","CA",60,3.54,"high",2010-09-26,16.95,"California",33.7360815,-116.941745
"Holbrook","NY",340,28.3,"medium",2010-09-26,12.01,"New York",40.799706,-73.07485
"Houston","TX",60,28.3,"medium",2010-09-26,2.12,"Texas",29.83399,-95.434241
"Houston","TX",75,7.075,"medium",2010-09-26,10.6,"Texas",29.83399,-95.434241
"Jersey City","NJ",270,28.3,"medium",2010-09-26,9.54,"New Jersey",40.73235,-74.075391
"Jonesboro","GA",100,28.3,"medium",2010-09-26,3.53,"Georgia",33.500697,-84.351273
"Kalamazoo","MI",20,3.54,"medium",2010-09-26,5.65,"Michigan",42.285613,-85.55871
"Kalamazoo","MI",40,7.075,"high",2010-09-26,5.65,"Michigan",42.285613,-85.55871
"Knoxville","TN",120,7.075,"high",2010-09-26,16.96,"Tennessee",35.988528,-83.96218
"Lake Bluff","IL",90,3.54,"high",2010-09-26,25.42,"Illinois",42.286222,-87.86309
"Lansdale","PA",400,28.3,"high",2010-09-26,14.13,"Pennsylvania",40.237206,-75.29156
"Larchmont","NY",70,28.3,"medium",2010-09-26,2.47,"New York",40.933089,-73.75615
"Lawrenceville","GA",55,14.15,"medium",2010-09-26,3.89,"Georgia",33.939259,-84.0563395
"Lebanon","NH",240,28.3,"medium",2010-09-26,8.48,"New Hampshire",43.8052435,-72.0424565
"Lexington","KY",30,3.54,"medium",2010-09-26,8.47,"Kentucky",38.028269,-84.471505
"Lincoln","NE",410,28.3,"high",2010-09-26,14.49,"Nebraska",40.8106485,-96.688799
"Los Angeles","CA",100,7.075,"medium",2010-09-26,14.13,"California",34.001115,-118.298662
"Los Angeles","CA",40,3.54,"high",2010-09-26,11.3,"California",34.001115,-118.298662
"Los Angeles","CA",100,5,"medium",2010-09-26,20,"California",34.001115,-118.298662
"Louisville","KY",60,28.3,"medium",2010-09-26,2.12,"Kentucky",38.188962,-85.676819
"Louisville","KY",100,7.075,"high",2010-09-26,14.13,"Kentucky",38.188962,-85.676819
"Lowell","MA",175,14.15,"high",2010-09-26,12.37,"Massachusetts",42.6379455,-71.31871
"Lubbock","TX",375,28.3,"high",2010-09-26,13.25,"Texas",33.583798,-101.851144
"Lyndonville","VT",360,28.3,"high",2010-09-26,12.72,"Vermont",44.541352,-72.02686
"Magnolia","AR",45,14.15,"low",2010-09-26,3.18,"Arkansas",33.2460895,-93.217115
"Mannington","WV",30,3.54,"medium",2010-09-26,8.47,"West Virginia",39.527817,-80.3586
"Maplewood","NJ",60,14.15,"medium",2010-09-26,4.24,"New Jersey",40.728901,-74.26821
"Maryland Heights","MO",60,3.54,"high",2010-09-26,16.95,"Missouri",38.725331,-90.44451
"Matthews","NC",370,28.3,"high",2010-09-26,13.07,"North Carolina",35.116851,-80.7164
"Mccomb","MS",70,28.3,"low",2010-09-26,2.47,"Mississippi",31.200269,-90.4186285
"Melbourne","FL",40,3.54,"medium",2010-09-26,11.3,"Florida",28.179535,-80.686159
"Muncie","IN",60,3.54,"high",2010-09-26,16.95,"Indiana",40.202293,-85.396685
"Naples","FL",320,28.3,"high",2010-09-26,11.31,"Florida",26.180962,-81.73386
"Nashville","TN",80,28.3,"medium",2010-09-26,2.83,"Tennessee",36.186605,-86.785248
"New City","NY",55,3.54,"medium",2010-09-26,15.54,"New York",41.145495,-73.9949
"New York","NY",80,28.3,"medium",2010-09-26,2.83,"New York",40.780751,-73.977182
"New York","NY",55,14.15,"low",2010-09-26,3.89,"New York",40.780751,-73.977182
"Newark","DE",120,28.3,"medium",2010-09-26,4.24,"Delaware",39.564499,-75.597047
"Newburgh","NY",60,3.54,"high",2010-09-26,16.95,"New York",41.447595,-74.208
"Omaha","NE",25,3.54,"medium",2010-09-26,7.06,"Nebraska",41.291736,-96.118065
"Orlando","FL",50,3.54,"high",2010-09-26,14.12,"Florida",28.5538035,-81.260818
"Orlando","FL",60,3.54,"high",2010-09-26,16.95,"Florida",28.5538035,-81.260818
"Pompano Beach","FL",20,5,"medium",2010-09-26,4,"Florida",26.236792,-80.21776
"Pompano Beach","FL",300,28.3,"high",2010-09-26,10.6,"Florida",26.236792,-80.21776
"Rahway","NJ",120,7.075,"high",2010-09-26,16.96,"New Jersey",40.607103,-74.28099
"Raleigh","NC",60,3.54,"high",2010-09-26,16.95,"North Carolina",35.797692,-78.625265
"Richmond","VA",60,3.54,"high",2010-09-26,16.95,"Virginia",37.524246,-77.493157
"Saint Louis","MO",360,28.3,"high",2010-09-26,12.72,"Missouri",38.6531,-90.253045
"Saint Louis","MO",100,7.075,"high",2010-09-26,14.13,"Missouri",38.6531,-90.253045
"Saint Petersburg","FL",50,3.54,"high",2010-09-26,14.12,"Florida",27.8781165,-82.724763
"San Clemente","CA",90,7.075,"high",2010-09-26,12.72,"California",33.438428,-117.623131
"San Diego","CA",40,3.54,"high",2010-09-26,11.3,"California",32.998855,-117.02431
"San Jose","CA",55,3.54,"high",2010-09-26,15.54,"California",37.189396,-121.723568
"San Pedro","CA",724,28.3,"low",2010-09-26,25.58,"California",33.761656,-118.298662
"Sarasota","FL",55,7.075,"high",2010-09-26,7.77,"Florida",27.321313,-82.51506
"Scranton","PA",70,14.15,"medium",2010-09-26,4.95,"Pennsylvania",41.402705,-75.64617
"Seattle","WA",100,28.3,"high",2010-09-26,3.53,"Washington",47.543348,-122.30373
"Seattle","WA",160,14.15,"high",2010-09-26,11.31,"Washington",47.543348,-122.30373
"Seattle","WA",280,28.3,"high",2010-09-26,9.89,"Washington",47.543348,-122.30373
"Seattle","WA",40,3.54,"medium",2010-09-26,11.3,"Washington",47.543348,-122.30373
"Sebastopol","CA",54,3.54,"high",2010-09-26,15.25,"California",38.3595825,-122.671253
"Spokane","WA",260,28.3,"medium",2010-09-26,9.19,"Washington",47.653568,-117.431742
"State College","PA",65,3.54,"medium",2010-09-26,18.36,"Pennsylvania",40.887445,-77.805051
"Stowe","VT",50,3.54,"medium",2010-09-26,14.12,"Vermont",44.475387,-72.70225
"Tampa","FL",20,7.075,"medium",2010-09-26,2.83,"Florida",27.871964,-82.438841
"Tampa","FL",125,14.15,"high",2010-09-26,8.83,"Florida",27.871964,-82.438841
"Tekoa","WA",40,3.54,"high",2010-09-26,11.3,"Washington",47.222328,-117.08133
"Tinley Park","IL",65,3.54,"high",2010-09-26,18.36,"Illinois",41.5719,-87.821945
"Toledo","OH",20,5,"low",2010-09-26,4,"Ohio",41.678248,-83.52774
"Toledo","OH",25,5,"low",2010-09-26,5,"Ohio",41.678248,-83.52774
"Tomball","TX",185,28.3,"high",2010-09-26,6.54,"Texas",30.073775,-95.61882
"Torrington","CT",20,3.54,"low",2010-09-26,5.65,"Connecticut",41.795137,-73.088935
"Troy","MI",45,3.54,"medium",2010-09-26,12.71,"Michigan",42.587643,-83.15235
"Vonore","TN",120,28.3,"low",2010-09-26,4.24,"Tennessee",35.543355,-84.1933
"West Des Moines","IA",100,28.3,"low",2010-09-26,3.53,"Iowa",41.581181,-93.78287
"West Palm Beach","FL",160,14.15,"high",2010-09-26,11.31,"Florida",26.669744,-80.12704
"Wichita Falls","TX",60,28.3,"low",2010-09-26,2.12,"Texas",33.89476,-98.5084435
"Youngstown","OH",60,3.54,"high",2010-09-26,16.95,"Ohio",41.086279,-80.66467
"Akron","OH",750,28.3,"medium",2010-09-27,26.5,"Ohio",41.0817715,-81.5293345
"Albany","NY",400,28.3,"high",2010-09-27,14.13,"New York",42.614852,-73.970812
"Allentown","PA",190,14.15,"high",2010-09-27,13.43,"Pennsylvania",40.601996,-75.4793
"Allston","MA",120,7.075,"medium",2010-09-27,16.96,"Massachusetts",42.355147,-71.13164
"Alpharetta","GA",60,3.54,"high",2010-09-27,16.95,"Georgia",34.044207,-84.27399
"Ames","IA",60,3.54,"high",2010-09-27,16.95,"Iowa",42.02933,-93.640818
"Ann Arbor","MI",60,14.15,"medium",2010-09-27,4.24,"Michigan",42.2601535,-83.75909
"Arcata","CA",40,3.54,"high",2010-09-27,11.3,"California",40.878317,-124.07519
"Arcata","CA",30,3.54,"high",2010-09-27,8.47,"California",40.878317,-124.07519
"Arnold","MD",400,28.3,"high",2010-09-27,14.13,"Maryland",39.049377,-76.49892
"Astoria","NY",400,28.3,"medium",2010-09-27,14.13,"New York",40.767127,-73.917765
"Atlanta","GA",400,28.3,"high",2010-09-27,14.13,"Georgia",33.844371,-84.47405
"Austin","TX",60,7.075,"medium",2010-09-27,8.48,"Texas",30.326374,-97.771258
"Austin","TX",50,3.54,"high",2010-09-27,14.12,"Texas",30.326374,-97.771258
"Austin","TX",100,5,"high",2010-09-27,20,"Texas",30.326374,-97.771258
"Austin","TX",120,7.075,"high",2010-09-27,16.96,"Texas",30.326374,-97.771258
"Austin","TX",60,3.54,"high",2010-09-27,16.95,"Texas",30.326374,-97.771258
"Baltimore","MD",30,7.075,"medium",2010-09-27,4.24,"Maryland",39.2847815,-76.620489
"Baltimore","MD",105,28.3,"medium",2010-09-27,3.71,"Maryland",39.2847815,-76.620489
"Bellefontaine","OH",25,7.075,"medium",2010-09-27,3.53,"Ohio",40.365923,-83.75816
"Belleville","IL",350,28.3,"high",2010-09-27,12.37,"Illinois",38.532311,-89.983521
"Beverly","MA",185,14.15,"high",2010-09-27,13.07,"Massachusetts",42.560995,-70.8757
"Birmingham","AL",400,28.3,"high",2010-09-27,14.13,"Alabama",33.544622,-86.929208
"Bloomfield","CT",65,3.54,"high",2010-09-27,18.36,"Connecticut",41.832798,-72.72642
"Bloomington","IN",60,3.54,"high",2010-09-27,16.95,"Indiana",39.173234,-86.5090375
"Boone","NC",50,3.54,"high",2010-09-27,14.12,"North Carolina",36.217052,-81.687983
"Boone","NC",60,3.54,"high",2010-09-27,16.95,"North Carolina",36.217052,-81.687983
"Bowling Green","KY",100,28.3,"medium",2010-09-27,3.53,"Kentucky",36.961988,-86.44751
"Bozeman","MT",250,28.3,"high",2010-09-27,8.83,"Montana",45.636149,-110.9878
"Brookfield","WI",30,3.54,"medium",2010-09-27,8.47,"Wisconsin",43.055315,-88.1503
"Brooklyn","NY",400,28.3,"high",2010-09-27,14.13,"New York",40.645099,-73.945032
"Brooklyn","NY",50,3.54,"high",2010-09-27,14.12,"New York",40.645099,-73.945032
"Brooklyn","NY",100,28.3,"low",2010-09-27,3.53,"New York",40.645099,-73.945032
"Brooklyn","NY",450,28.3,"high",2010-09-27,15.9,"New York",40.645099,-73.945032
"Brooklyn","NY",440,28.3,"high",2010-09-27,15.55,"New York",40.645099,-73.945032
"Burlington","VT",200,14.15,"high",2010-09-27,14.13,"Vermont",44.442117,-73.082525
"Burlington","VT",60,3.54,"high",2010-09-27,16.95,"Vermont",44.442117,-73.082525
"Cadillac","MI",20,3.54,"high",2010-09-27,5.65,"Michigan",44.243788,-85.46006
"Canton","OH",275,28.3,"medium",2010-09-27,9.72,"Ohio",40.811809,-81.371185
"Cary","IL",175,28.3,"low",2010-09-27,6.18,"Illinois",42.217523,-88.24338
"Cedar Falls","IA",60,3.54,"high",2010-09-27,16.95,"Iowa",42.498476,-92.3827825
"Charlotte","NC",80,5,"high",2010-09-27,16,"North Carolina",35.26002,-80.804151
"Charlotte","NC",45,3.54,"high",2010-09-27,12.71,"North Carolina",35.26002,-80.804151
"Charlottesville","VA",50,7.075,"high",2010-09-27,7.07,"Virginia",38.040101,-78.485066
"Chicago","IL",250,14.15,"medium",2010-09-27,17.67,"Illinois",41.8474,-87.68732
"Chicago","IL",120,7.075,"high",2010-09-27,16.96,"Illinois",41.8474,-87.68732
"Chicago","IL",550,28.3,"high",2010-09-27,19.43,"Illinois",41.8474,-87.68732
"Cincinnati","OH",60,3.54,"high",2010-09-27,16.95,"Ohio",39.166759,-84.53778
"Cincinnati","OH",50,3.54,"high",2010-09-27,14.12,"Ohio",39.166759,-84.53778
"Cleveland","OH",800,28.3,"low",2010-09-27,28.27,"Ohio",41.526151,-81.672797
"Columbus","OH",60,3.54,"high",2010-09-27,16.95,"Ohio",39.969036,-83.011389
"Conway","AR",300,28.3,"high",2010-09-27,10.6,"Arkansas",35.0903865,-92.3944625
"Cumming","GA",60,3.54,"high",2010-09-27,16.95,"Georgia",34.201503,-84.09764
"Dayton","OH",30,7.075,"low",2010-09-27,4.24,"Ohio",39.750471,-84.221865
"Detroit","MI",100,7.075,"medium",2010-09-27,14.13,"Michigan",42.239933,-83.150823
"Dunkirk","NY",150,28.3,"medium",2010-09-27,5.3,"New York",42.479471,-79.32805
"East Lansing","MI",60,3.54,"high",2010-09-27,16.95,"Michigan",42.724834,-84.4681025
"Ebensburg","PA",400,28.3,"high",2010-09-27,14.13,"Pennsylvania",40.498793,-78.74591
"Ellicott City","MD",60,3.54,"high",2010-09-27,16.95,"Maryland",39.254356,-76.86082
"Erie","PA",25,3.54,"medium",2010-09-27,7.06,"Pennsylvania",42.182748,-80.064915
"Eugene","OR",100,28.3,"high",2010-09-27,3.53,"Oregon",44.06092,-123.08275
"Fargo","ND",60,3.54,"medium",2010-09-27,16.95,"North Dakota",46.934596,-97.229718
"Flint","MI",400,28.3,"high",2010-09-27,14.13,"Michigan",43.005477,-83.70142
"Fort Pierce","FL",140,28.3,"medium",2010-09-27,4.95,"Florida",27.431607,-80.36327
"Fremont","MI",60,7.075,"high",2010-09-27,8.48,"Michigan",43.509627,-85.875467
"Fresno","CA",60,5,"high",2010-09-27,12,"California",36.746375,-119.639658
"Gainesville","FL",120,7.075,"high",2010-09-27,16.96,"Florida",29.681312,-82.353862
"Glassboro","NJ",400,28.3,"high",2010-09-27,14.13,"New Jersey",39.700008,-75.11951
"Great Bend","KS",80,28.3,"high",2010-09-27,2.83,"Kansas",38.363151,-98.78495
"Harrisburg","PA",140,28.3,"medium",2010-09-27,4.95,"Pennsylvania",40.2715305,-76.875822
